x1,x2,operacion,resultado
49,2,/,24.5
13,27,+,40.0
77,74,+,151.0
79,85,+,164.0
63,66,/,0.9545454545454546
29,28,-,1.0
67,71,*,4757.0
13,67,+,80.0
96,26,/,3.6923076923076925
88,17,*,1496.0
53,94,+,147.0
20,22,+,42.0
72,15,-,57.0
27,59,+,86.0
35,33,+,68.0
23,41,*,943.0
15,32,+,47.0
7,25,*,175.0
53,36,/,1.4722222222222223
39,19,-,20.0
23,42,-,-19.0
39,12,/,3.25
94,52,+,146.0
95,68,*,6460.0
4,62,/,0.06451612903225806
60,38,-,22.0
14,45,-,-31.0
49,56,/,0.875
40,6,-,34.0
48,47,+,95.0
27,89,-,-62.0
66,33,*,2178.0
81,52,*,4212.0
67,3,/,22.333333333333332
85,85,+,170.0
29,29,+,58.0
56,96,+,152.0
41,26,*,1066.0
86,82,+,168.0
25,30,-,-5.0
76,85,+,161.0
15,10,+,25.0
56,30,/,1.8666666666666667
40,2,*,80.0
99,33,*,3267.0
59,56,*,3304.0
10,54,*,540.0
81,52,-,29.0
38,85,-,-47.0
12,53,-,-41.0
79,56,+,135.0
49,57,+,106.0
10,73,-,-63.0
46,82,-,-36.0
73,23,+,96.0
10,5,*,50.0
48,57,/,0.8421052631578947
31,34,/,0.9117647058823529
19,53,+,72.0
45,67,-,-22.0
68,71,/,0.9577464788732394
97,68,+,165.0
83,90,-,-7.0
63,71,+,134.0
54,46,/,1.173913043478261
45,47,/,0.9574468085106383
26,92,+,118.0
40,53,-,-13.0
35,71,/,0.49295774647887325
33,65,*,2145.0
40,53,+,93.0
54,18,/,3.0
21,23,-,-2.0
79,98,-,-19.0
80,86,-,-6.0
65,48,-,17.0
90,17,+,107.0
29,45,-,-16.0
60,30,*,1800.0
78,44,-,34.0
97,47,*,4559.0
80,94,+,174.0
43,2,-,41.0
19,7,*,133.0
16,69,-,-53.0
88,50,-,38.0
29,21,+,50.0
94,25,/,3.76
30,88,*,2640.0
2,51,*,102.0
32,91,-,-59.0
61,83,*,5063.0
53,17,/,3.1176470588235294
96,4,*,384.0
47,15,*,705.0
45,53,+,98.0
2,37,+,39.0
37,84,-,-47.0
44,82,/,0.5365853658536586
93,8,-,85.0
98,94,/,1.0425531914893618
93,2,-,91.0
23,77,/,0.2987012987012987
89,11,-,78.0
54,100,*,5400.0
99,81,+,180.0
57,37,+,94.0
61,3,-,58.0
69,15,-,54.0
68,77,+,145.0
95,6,/,15.833333333333334
31,20,+,51.0
14,29,+,43.0
1,17,-,-16.0
15,52,/,0.28846153846153844
49,89,*,4361.0
19,43,*,817.0
2,23,+,25.0
6,5,+,11.0
20,37,+,57.0
31,77,/,0.4025974025974026
43,64,*,2752.0
17,95,/,0.17894736842105263
21,71,/,0.29577464788732394
50,59,+,109.0
71,54,*,3834.0
38,21,+,59.0
49,83,-,-34.0
66,92,+,158.0
20,12,-,8.0
87,46,/,1.891304347826087
44,26,+,70.0
68,10,+,78.0
1,66,+,67.0
72,40,/,1.8
79,11,*,869.0
64,39,/,1.641025641025641
98,87,/,1.1264367816091954
39,77,+,116.0
43,10,+,53.0
5,30,+,35.0
25,71,*,1775.0
89,69,+,158.0
39,81,-,-42.0
34,38,+,72.0
27,15,-,12.0
51,12,*,612.0
50,53,*,2650.0
26,78,-,-52.0
9,65,*,585.0
65,1,*,65.0
9,6,/,1.5
17,44,+,61.0
72,36,-,36.0
52,66,+,118.0
100,12,/,8.333333333333334
92,55,+,147.0
5,17,-,-12.0
86,39,*,3354.0
82,75,+,157.0
71,30,-,41.0
25,89,+,114.0
56,22,/,2.5454545454545454
96,33,*,3168.0
58,12,/,4.833333333333333
40,91,-,-51.0
41,61,-,-20.0
57,46,*,2622.0
50,69,*,3450.0
77,97,/,0.7938144329896907
100,43,+,143.0
58,72,/,0.8055555555555556
91,69,*,6279.0
62,27,*,1674.0
82,80,*,6560.0
67,38,/,1.763157894736842
37,89,*,3293.0
53,83,*,4399.0
17,88,-,-71.0
20,13,+,33.0
43,21,+,64.0
28,51,-,-23.0
58,77,-,-19.0
42,61,+,103.0
77,97,+,174.0
23,68,/,0.3382352941176471
51,87,/,0.5862068965517241
16,68,/,0.23529411764705882
35,75,*,2625.0
4,69,+,73.0
16,31,+,47.0
35,64,+,99.0
73,65,+,138.0
78,15,+,93.0
64,52,/,1.2307692307692308
70,51,/,1.3725490196078431
83,71,/,1.1690140845070423
82,56,/,1.4642857142857142
97,10,+,107.0
97,27,+,124.0
86,91,*,7826.0
28,18,+,46.0
62,45,-,17.0
40,81,*,3240.0
58,70,*,4060.0
94,67,+,161.0
75,68,+,143.0
86,48,-,38.0
74,26,/,2.8461538461538463
69,76,/,0.9078947368421053
23,33,/,0.696969696969697
83,38,-,45.0
39,39,/,1.0
84,97,-,-13.0
28,78,*,2184.0
60,46,-,14.0
24,96,-,-72.0
22,78,+,100.0
88,90,+,178.0
75,68,/,1.1029411764705883
93,4,+,97.0
15,68,-,-53.0
44,50,-,-6.0
34,60,-,-26.0
59,100,/,0.59
41,17,/,2.411764705882353
48,29,/,1.6551724137931034
82,73,*,5986.0
12,32,*,384.0
60,80,*,4800.0
31,27,*,837.0
92,91,/,1.010989010989011
73,32,-,41.0
84,40,-,44.0
94,10,+,104.0
18,31,/,0.5806451612903226
91,69,+,160.0
78,56,/,1.3928571428571428
38,22,+,60.0
40,51,/,0.7843137254901961
81,91,/,0.8901098901098901
50,95,+,145.0
29,70,-,-41.0
77,2,-,75.0
54,65,*,3510.0
97,88,*,8536.0
35,79,/,0.4430379746835443
46,78,+,124.0
97,75,*,7275.0
87,66,*,5742.0
54,38,+,92.0
18,87,-,-69.0
59,56,/,1.0535714285714286
56,30,*,1680.0
24,9,-,15.0
9,13,+,22.0
51,96,*,4896.0
26,29,+,55.0
53,17,*,901.0
2,97,/,0.020618556701030927
59,6,*,354.0
89,9,+,98.0
60,80,+,140.0
94,63,+,157.0
40,96,/,0.4166666666666667
70,6,-,64.0
5,3,+,8.0
30,60,*,1800.0
57,20,-,37.0
67,70,+,137.0
22,77,-,-55.0
87,35,+,122.0
41,56,/,0.7321428571428571
60,67,*,4020.0
22,53,+,75.0
33,53,*,1749.0
81,75,*,6075.0
66,37,*,2442.0
18,72,*,1296.0
49,91,+,140.0
33,62,+,95.0
38,45,-,-7.0
19,17,+,36.0
54,41,*,2214.0
58,44,*,2552.0
51,50,-,1.0
37,63,-,-26.0
57,31,*,1767.0
52,7,-,45.0
48,82,*,3936.0
72,53,/,1.3584905660377358
96,54,/,1.7777777777777777
59,3,-,56.0
86,32,/,2.6875
92,30,/,3.066666666666667
32,37,*,1184.0
49,36,*,1764.0
12,54,*,648.0
33,90,+,123.0
19,14,+,33.0
87,57,+,144.0
94,12,*,1128.0
73,45,+,118.0
55,40,-,15.0
39,57,/,0.6842105263157895
45,92,*,4140.0
11,75,*,825.0
64,37,*,2368.0
46,61,-,-15.0
26,25,*,650.0
92,62,/,1.4838709677419355
94,35,*,3290.0
12,5,-,7.0
31,64,/,0.484375
10,65,-,-55.0
7,17,+,24.0
4,66,*,264.0
27,62,-,-35.0
53,61,+,114.0
36,92,*,3312.0
59,71,/,0.8309859154929577
55,92,-,-37.0
94,42,*,3948.0
30,66,*,1980.0
5,70,/,0.07142857142857142
49,14,-,35.0
17,5,-,12.0
22,63,/,0.3492063492063492
21,21,+,42.0
17,64,*,1088.0
20,4,-,16.0
14,45,-,-31.0
62,49,/,1.2653061224489797
12,89,*,1068.0
85,89,+,174.0
72,12,-,60.0
56,85,+,141.0
68,90,+,158.0
90,21,-,69.0
50,36,-,14.0
17,92,-,-75.0
28,80,*,2240.0
100,2,-,98.0
80,42,/,1.9047619047619047
82,40,-,42.0
61,48,+,109.0
60,12,+,72.0
25,28,*,700.0
49,72,*,3528.0
23,38,-,-15.0
9,34,/,0.2647058823529412
67,12,+,79.0
56,74,-,-18.0
86,61,+,147.0
49,67,-,-18.0
34,29,-,5.0
20,54,+,74.0
46,50,*,2300.0
24,52,*,1248.0
59,32,/,1.84375
60,27,+,87.0
18,29,+,47.0
32,98,+,130.0
22,3,/,7.333333333333333
1,69,/,0.014492753623188406
100,58,*,5800.0
3,56,*,168.0
61,52,*,3172.0
82,87,*,7134.0
30,83,+,113.0
38,73,-,-35.0
11,34,*,374.0
69,28,-,41.0
34,31,/,1.096774193548387
95,22,*,2090.0
78,73,+,151.0
32,42,/,0.7619047619047619
13,33,*,429.0
62,22,+,84.0
7,60,+,67.0
29,30,/,0.9666666666666667
54,38,/,1.4210526315789473
16,3,+,19.0
59,57,/,1.0350877192982457
41,64,+,105.0
78,93,/,0.8387096774193549
47,60,+,107.0
48,65,+,113.0
41,97,+,138.0
91,61,*,5551.0
54,67,+,121.0
79,67,/,1.1791044776119404
83,6,*,498.0
94,91,-,3.0
24,36,+,60.0
20,47,+,67.0
67,80,-,-13.0
28,36,-,-8.0
24,48,+,72.0
57,1,-,56.0
100,36,-,64.0
71,48,*,3408.0
88,11,/,8.0
15,6,-,9.0
39,57,+,96.0
83,66,-,17.0
96,74,/,1.2972972972972974
29,31,/,0.9354838709677419
33,82,/,0.4024390243902439
49,3,*,147.0
24,65,/,0.36923076923076925
50,42,*,2100.0
44,92,-,-48.0
82,78,/,1.0512820512820513
66,41,+,107.0
31,38,/,0.8157894736842105
45,90,-,-45.0
72,13,*,936.0
34,79,/,0.43037974683544306
22,23,+,45.0
16,62,+,78.0
82,10,+,92.0
93,24,-,69.0
85,19,/,4.473684210526316
58,3,-,55.0
53,14,/,3.7857142857142856
43,25,/,1.72
28,61,/,0.45901639344262296
68,23,+,91.0
64,84,/,0.7619047619047619
8,1,-,7.0
21,59,/,0.3559322033898305
47,62,/,0.7580645161290323
46,51,+,97.0
34,66,-,-32.0
37,40,*,1480.0
19,36,+,55.0
28,14,+,42.0
83,55,*,4565.0
47,30,+,77.0
32,75,-,-43.0
87,59,-,28.0
6,55,+,61.0
31,40,-,-9.0
36,67,-,-31.0
47,14,+,61.0
96,67,-,29.0
28,80,*,2240.0
91,49,+,140.0
3,35,*,105.0
95,83,/,1.144578313253012
10,62,*,620.0
57,48,/,1.1875
71,18,-,53.0
61,25,*,1525.0
72,73,*,5256.0
80,66,+,146.0
85,24,/,3.5416666666666665
100,98,*,9800.0
44,94,-,-50.0
32,5,+,37.0
38,98,*,3724.0
36,35,+,71.0
16,26,-,-10.0
37,35,*,1295.0
82,93,+,175.0
22,63,/,0.3492063492063492
95,57,+,152.0
87,20,+,107.0
40,35,+,75.0
39,27,/,1.4444444444444444
50,85,+,135.0
47,50,/,0.94
33,60,*,1980.0
28,83,*,2324.0
66,29,-,37.0
69,59,+,128.0
19,75,/,0.25333333333333335
68,7,/,9.714285714285714
7,85,/,0.08235294117647059
80,30,-,50.0
98,85,+,183.0
53,89,-,-36.0
74,12,*,888.0
36,58,-,-22.0
35,79,/,0.4430379746835443
78,87,*,6786.0
22,62,-,-40.0
32,97,+,129.0
77,42,*,3234.0
44,49,/,0.8979591836734694
83,41,-,42.0
19,41,-,-22.0
74,66,+,140.0
96,54,+,150.0
1,31,+,32.0
54,87,-,-33.0
40,53,-,-13.0
4,64,+,68.0
47,82,+,129.0
30,20,*,600.0
14,51,+,65.0
35,90,/,0.3888888888888889
36,93,+,129.0
28,85,-,-57.0
54,97,*,5238.0
29,31,-,-2.0
82,2,+,84.0
15,98,-,-83.0
53,6,/,8.833333333333334
56,53,*,2968.0
33,86,-,-53.0
99,12,/,8.25
25,58,-,-33.0
5,27,-,-22.0
29,14,*,406.0
91,62,-,29.0
2,56,+,58.0
67,28,/,2.392857142857143
52,19,/,2.736842105263158
38,34,/,1.1176470588235294
64,47,*,3008.0
79,100,/,0.79
83,69,/,1.2028985507246377
63,80,+,143.0
65,73,/,0.8904109589041096
5,74,-,-69.0
77,66,/,1.1666666666666667
16,75,*,1200.0
51,88,*,4488.0
66,33,+,99.0
31,39,/,0.7948717948717948
91,80,+,171.0
17,96,-,-79.0
28,71,/,0.39436619718309857
38,41,*,1558.0
38,77,+,115.0
94,78,-,16.0
88,90,+,178.0
85,61,+,146.0
73,49,/,1.489795918367347
51,86,*,4386.0
87,1,+,88.0
84,19,-,65.0
90,96,-,-6.0
86,20,*,1720.0
33,22,-,11.0
86,20,*,1720.0
32,38,*,1216.0
40,65,-,-25.0
53,82,-,-29.0
19,99,-,-80.0
73,12,/,6.083333333333333
76,30,+,106.0
82,68,-,14.0
66,4,-,62.0
87,16,/,5.4375
60,9,/,6.666666666666667
63,42,+,105.0
41,78,+,119.0
62,82,*,5084.0
44,59,/,0.7457627118644068
27,71,/,0.38028169014084506
5,55,+,60.0
1,22,-,-21.0
25,92,*,2300.0
22,69,+,91.0
46,80,-,-34.0
26,41,+,67.0
99,37,*,3663.0
32,53,*,1696.0
22,28,*,616.0
9,61,+,70.0
24,36,-,-12.0
81,81,-,0.0
80,27,*,2160.0
79,60,+,139.0
87,60,*,5220.0
48,11,+,59.0
64,74,+,138.0
74,92,/,0.8043478260869565
16,61,/,0.26229508196721313
56,28,*,1568.0
80,13,*,1040.0
100,81,/,1.2345679012345678
53,87,/,0.6091954022988506
67,12,*,804.0
73,94,*,6862.0
34,59,/,0.576271186440678
37,83,*,3071.0
85,13,+,98.0
75,84,*,6300.0
39,27,-,12.0
24,64,/,0.375
52,82,/,0.6341463414634146
99,78,/,1.2692307692307692
53,49,*,2597.0
73,3,-,70.0
14,37,+,51.0
44,100,-,-56.0
11,60,/,0.18333333333333332
8,32,+,40.0
74,26,*,1924.0
29,38,/,0.7631578947368421
53,9,-,44.0
27,51,/,0.5294117647058824
6,33,/,0.18181818181818182
58,10,-,48.0
50,12,*,600.0
44,1,-,43.0
90,20,+,110.0
28,65,+,93.0
71,36,/,1.9722222222222223
36,75,/,0.48
33,21,/,1.5714285714285714
62,15,*,930.0
54,96,+,150.0
14,53,+,67.0
35,22,+,57.0
82,16,+,98.0
96,38,*,3648.0
33,8,-,25.0
26,49,*,1274.0
56,50,*,2800.0
25,51,/,0.49019607843137253
16,39,-,-23.0
18,65,+,83.0
58,98,-,-40.0
84,3,+,87.0
74,2,+,76.0
37,12,+,49.0
31,64,-,-33.0
77,16,+,93.0
7,55,+,62.0
20,43,+,63.0
97,32,+,129.0
32,95,+,127.0
49,88,*,4312.0
66,57,+,123.0
5,58,*,290.0
14,95,+,109.0
50,3,*,150.0
74,33,/,2.242424242424242
86,23,+,109.0
32,15,-,17.0
25,43,+,68.0
14,45,*,630.0
45,47,/,0.9574468085106383
50,85,+,135.0
80,78,-,2.0
80,79,/,1.0126582278481013
78,70,/,1.1142857142857143
63,69,*,4347.0
32,16,*,512.0
89,80,/,1.1125
26,7,*,182.0
28,54,-,-26.0
59,43,*,2537.0
90,40,*,3600.0
70,39,*,2730.0
43,17,+,60.0
82,43,/,1.9069767441860466
11,50,-,-39.0
8,68,/,0.11764705882352941
96,65,/,1.476923076923077
15,76,-,-61.0
31,52,/,0.5961538461538461
6,75,*,450.0
45,38,/,1.1842105263157894
20,70,*,1400.0
72,27,/,2.6666666666666665
5,68,/,0.07352941176470588
24,95,*,2280.0
60,12,+,72.0
52,59,+,111.0
32,89,/,0.3595505617977528
69,44,-,25.0
54,81,-,-27.0
7,62,-,-55.0
16,93,*,1488.0
11,84,*,924.0
16,36,/,0.4444444444444444
12,78,*,936.0
53,73,*,3869.0
57,55,*,3135.0
10,56,/,0.17857142857142858
13,23,+,36.0
38,6,*,228.0
85,87,/,0.9770114942528736
100,6,*,600.0
63,84,/,0.75
98,32,-,66.0
25,99,*,2475.0
81,64,-,17.0
9,42,/,0.21428571428571427
42,68,+,110.0
70,84,+,154.0
67,39,/,1.7179487179487178
3,50,+,53.0
12,84,*,1008.0
38,91,-,-53.0
80,55,+,135.0
83,39,*,3237.0
99,22,+,121.0
10,1,+,11.0
36,89,-,-53.0
53,42,-,11.0
90,40,*,3600.0
60,43,-,17.0
58,89,+,147.0
65,35,*,2275.0
19,22,+,41.0
97,65,/,1.4923076923076923
56,26,+,82.0
74,26,-,48.0
12,77,+,89.0
97,47,/,2.0638297872340425
30,43,+,73.0
14,19,*,266.0
72,65,*,4680.0
33,51,+,84.0
85,4,*,340.0
22,74,-,-52.0
81,43,/,1.8837209302325582
19,94,*,1786.0
81,27,+,108.0
37,71,/,0.5211267605633803
14,60,-,-46.0
56,94,+,150.0
72,86,/,0.8372093023255814
60,70,/,0.8571428571428571
46,58,+,104.0
7,61,-,-54.0
89,61,/,1.459016393442623
21,44,+,65.0
66,39,-,27.0
22,90,/,0.24444444444444444
71,23,+,94.0
34,69,-,-35.0
66,89,-,-23.0
32,39,+,71.0
69,40,-,29.0
55,55,*,3025.0
73,55,+,128.0
94,31,/,3.032258064516129
26,34,-,-8.0
67,84,+,151.0
47,9,+,56.0
43,8,*,344.0
91,65,+,156.0
11,13,-,-2.0
25,93,-,-68.0
42,34,/,1.2352941176470589
70,35,-,35.0
3,42,*,126.0
34,12,+,46.0
33,100,+,133.0
55,18,-,37.0
81,22,*,1782.0
37,8,*,296.0
86,38,-,48.0
99,52,-,47.0
43,83,+,126.0
7,40,*,280.0
52,55,*,2860.0
4,68,+,72.0
85,44,/,1.9318181818181819
29,82,*,2378.0
49,99,/,0.494949494949495
8,45,*,360.0
32,34,*,1088.0
13,36,+,49.0
59,16,/,3.6875
68,3,-,65.0
4,58,/,0.06896551724137931
50,30,/,1.6666666666666667
83,7,/,11.857142857142858
44,13,*,572.0
37,93,/,0.3978494623655914
62,52,/,1.1923076923076923
4,19,*,76.0
66,62,/,1.064516129032258
20,22,/,0.9090909090909091
12,49,-,-37.0
36,75,-,-39.0
41,44,*,1804.0
96,32,-,64.0
14,25,/,0.56
62,54,*,3348.0
97,94,*,9118.0
92,36,+,128.0
57,1,*,57.0
62,35,+,97.0
13,4,-,9.0
27,44,/,0.6136363636363636
41,68,/,0.6029411764705882
15,90,/,0.16666666666666666
83,63,*,5229.0
49,11,*,539.0
68,66,*,4488.0
76,46,+,122.0
59,73,+,132.0
11,65,/,0.16923076923076924
90,23,/,3.9130434782608696
96,6,/,16.0
33,21,/,1.5714285714285714
80,62,+,142.0
50,4,+,54.0
74,21,+,95.0
90,49,/,1.836734693877551
12,55,+,67.0
55,77,/,0.7142857142857143
84,6,-,78.0
57,45,*,2565.0
8,93,-,-85.0
7,87,+,94.0
95,45,-,50.0
99,11,*,1089.0
90,99,-,-9.0
46,16,-,30.0
20,29,/,0.6896551724137931
97,22,-,75.0
59,91,*,5369.0
4,80,-,-76.0
62,46,-,16.0
35,29,*,1015.0
87,57,*,4959.0
39,5,*,195.0
98,70,-,28.0
51,93,+,144.0
14,59,-,-45.0
60,42,-,18.0
20,33,-,-13.0
62,55,+,117.0
48,94,+,142.0
94,45,*,4230.0
75,65,/,1.1538461538461537
90,99,*,8910.0
88,55,/,1.6
55,38,/,1.4473684210526316
9,48,+,57.0
60,1,+,61.0
69,54,+,123.0
11,5,/,2.2
50,35,+,85.0
14,88,+,102.0
71,55,-,16.0
26,44,+,70.0
63,68,*,4284.0
89,83,-,6.0
48,4,+,52.0
93,25,/,3.72
69,5,-,64.0
57,87,-,-30.0
93,38,/,2.4473684210526314
19,42,+,61.0
85,28,-,57.0
61,47,*,2867.0
74,53,*,3922.0
48,37,+,85.0
23,51,/,0.45098039215686275
76,72,*,5472.0
36,16,-,20.0
10,49,/,0.20408163265306123
81,58,-,23.0
32,76,*,2432.0
62,38,-,24.0
50,80,/,0.625
32,69,+,101.0
69,90,/,0.7666666666666667
15,99,/,0.15151515151515152
2,28,+,30.0
21,41,/,0.5121951219512195
23,75,+,98.0
28,29,*,812.0
1,89,/,0.011235955056179775
52,60,+,112.0
83,83,+,166.0
61,47,*,2867.0
30,90,/,0.3333333333333333
39,74,*,2886.0
22,57,-,-35.0
58,88,+,146.0
99,54,+,153.0
22,59,+,81.0
47,13,/,3.6153846153846154
89,67,*,5963.0
37,88,+,125.0
23,1,*,23.0
87,80,+,167.0
88,57,/,1.543859649122807
42,15,*,630.0
61,3,/,20.333333333333332
24,35,*,840.0
19,36,*,684.0
28,91,+,119.0
87,20,/,4.35
41,85,*,3485.0
26,54,*,1404.0
15,55,-,-40.0
92,23,*,2116.0
90,27,+,117.0
92,33,+,125.0
41,92,-,-51.0
12,77,-,-65.0
21,100,-,-79.0
41,87,*,3567.0
12,95,-,-83.0
99,66,+,165.0
10,89,-,-79.0
68,54,+,122.0
26,73,-,-47.0
24,81,+,105.0
61,93,/,0.6559139784946236
92,36,+,128.0
92,69,*,6348.0
28,88,+,116.0
93,69,-,24.0
1,70,/,0.014285714285714285
87,29,/,3.0
35,68,+,103.0
95,75,-,20.0
81,13,+,94.0
38,72,/,0.5277777777777778
18,73,/,0.2465753424657534
60,4,/,15.0
11,78,/,0.14102564102564102
83,13,+,96.0
13,3,+,16.0
82,83,-,-1.0
10,87,-,-77.0
59,56,*,3304.0
57,55,*,3135.0
46,60,/,0.7666666666666667
28,24,*,672.0
47,17,+,64.0
94,29,/,3.2413793103448274
30,18,/,1.6666666666666667
23,59,+,82.0
86,4,/,21.5
58,15,+,73.0
93,2,-,91.0
67,7,-,60.0
30,26,/,1.1538461538461537
59,57,-,2.0
61,38,+,99.0
90,75,*,6750.0
89,26,+,115.0
23,70,-,-47.0
5,85,+,90.0
38,95,/,0.4
13,90,/,0.14444444444444443
71,84,/,0.8452380952380952
36,35,+,71.0
18,13,+,31.0
79,37,*,2923.0
11,38,/,0.2894736842105263
22,6,+,28.0
63,49,-,14.0
47,37,/,1.2702702702702702
87,28,*,2436.0
25,66,-,-41.0
23,58,-,-35.0
77,47,+,124.0
65,95,*,6175.0
41,54,+,95.0
77,32,*,2464.0
30,3,-,27.0
1,78,/,0.01282051282051282
21,87,-,-66.0
13,47,/,0.2765957446808511
4,31,-,-27.0
39,35,-,4.0
27,62,/,0.43548387096774194
51,48,/,1.0625
25,5,+,30.0
7,82,*,574.0
84,69,+,153.0
52,3,*,156.0
54,50,/,1.08
73,44,*,3212.0
50,18,+,68.0
66,83,-,-17.0
79,62,-,17.0
13,64,*,832.0
11,57,*,627.0
58,40,*,2320.0
95,59,*,5605.0
46,25,/,1.84
94,87,/,1.0804597701149425
58,100,/,0.58
67,96,+,163.0
20,93,*,1860.0
3,71,/,0.04225352112676056
1,49,-,-48.0
64,81,*,5184.0
99,28,-,71.0
17,86,+,103.0
66,4,/,16.5
99,18,-,81.0
67,43,*,2881.0
68,20,+,88.0
27,81,/,0.3333333333333333
84,90,+,174.0
70,72,-,-2.0
11,49,-,-38.0
55,84,-,-29.0
53,39,/,1.358974358974359
29,50,*,1450.0
94,56,+,150.0
28,25,+,53.0
16,85,+,101.0
29,23,+,52.0
65,75,+,140.0
97,87,*,8439.0
24,53,*,1272.0
95,60,+,155.0
12,16,/,0.75
35,75,/,0.4666666666666667
97,10,-,87.0
75,16,+,91.0
65,16,/,4.0625
78,6,+,84.0
85,16,*,1360.0
85,21,/,4.0476190476190474
99,16,-,83.0
40,13,-,27.0
74,65,/,1.1384615384615384
74,49,/,1.510204081632653
43,25,-,18.0
88,60,-,28.0
30,95,/,0.3157894736842105
21,24,-,-3.0
51,38,/,1.3421052631578947
44,14,-,30.0
90,37,+,127.0
55,28,+,83.0
45,48,-,-3.0
79,82,/,0.9634146341463414
65,32,+,97.0
18,95,*,1710.0
19,5,*,95.0
88,14,/,6.285714285714286
89,56,*,4984.0
96,80,+,176.0
5,21,-,-16.0
84,6,+,90.0
92,98,+,190.0
27,27,/,1.0
22,77,-,-55.0
94,34,*,3196.0
43,87,-,-44.0
91,3,*,273.0
17,99,/,0.1717171717171717
70,55,/,1.2727272727272727
26,96,+,122.0
54,70,+,124.0
24,24,-,0.0
6,18,*,108.0
73,32,/,2.28125
19,28,/,0.6785714285714286
46,72,+,118.0
42,11,/,3.8181818181818183
40,96,-,-56.0
19,44,+,63.0
38,66,/,0.5757575757575758
34,15,*,510.0
27,61,-,-34.0
4,51,+,55.0
71,53,/,1.3396226415094339
99,97,-,2.0
1,50,+,51.0
19,90,-,-71.0
47,74,-,-27.0
39,31,-,8.0
34,57,+,91.0
6,85,+,91.0
3,46,/,0.06521739130434782
30,26,/,1.1538461538461537
94,25,/,3.76
53,27,*,1431.0
46,38,*,1748.0
25,16,+,41.0
70,36,/,1.9444444444444444
64,71,+,135.0
32,24,/,1.3333333333333333
58,79,-,-21.0
3,2,-,1.0
14,51,+,65.0
90,20,-,70.0
64,53,*,3392.0
40,33,/,1.2121212121212122
83,11,-,72.0
67,72,+,139.0
24,8,+,32.0
68,7,+,75.0
75,41,-,34.0
3,79,+,82.0
10,17,/,0.5882352941176471
35,12,/,2.9166666666666665
35,41,*,1435.0
23,6,*,138.0
94,89,+,183.0
89,44,+,133.0
55,34,-,21.0
4,37,*,148.0
100,48,+,148.0
94,55,-,39.0
12,71,+,83.0
49,41,*,2009.0
28,98,-,-70.0
49,64,-,-15.0
14,65,-,-51.0
47,88,-,-41.0
68,72,*,4896.0
16,68,+,84.0
16,62,*,992.0
2,38,*,76.0
59,68,/,0.8676470588235294
69,100,+,169.0
6,49,+,55.0
8,77,*,616.0
38,87,*,3306.0
41,32,-,9.0
64,92,/,0.6956521739130435
55,83,-,-28.0
25,13,-,12.0
100,16,+,116.0
15,9,-,6.0
20,80,+,100.0
49,65,-,-16.0
77,14,/,5.5
96,33,*,3168.0
12,25,+,37.0
56,39,/,1.435897435897436
19,29,*,551.0
76,6,*,456.0
24,51,+,75.0
15,17,-,-2.0
61,100,/,0.61
67,10,+,77.0
56,70,-,-14.0
6,79,*,474.0
52,28,+,80.0
81,71,-,10.0
99,63,/,1.5714285714285714
53,78,*,4134.0
11,71,+,82.0
97,47,-,50.0
80,62,/,1.2903225806451613
60,86,/,0.6976744186046512
64,42,+,106.0
15,44,*,660.0
82,100,+,182.0
56,89,*,4984.0
36,17,-,19.0
12,75,*,900.0
62,11,*,682.0
21,73,+,94.0
99,86,+,185.0
62,67,-,-5.0
97,64,+,161.0
16,46,*,736.0
24,25,+,49.0
18,75,*,1350.0
54,48,*,2592.0
89,98,+,187.0
18,84,/,0.21428571428571427
77,69,*,5313.0
82,62,+,144.0
8,30,/,0.26666666666666666
33,18,-,15.0
82,45,+,127.0
5,57,-,-52.0
63,78,/,0.8076923076923077
49,17,*,833.0
75,15,*,1125.0
62,76,+,138.0
73,63,+,136.0
32,60,-,-28.0
14,92,-,-78.0
100,36,/,2.7777777777777777
40,62,+,102.0
72,41,*,2952.0
90,20,-,70.0
28,13,+,41.0
50,98,-,-48.0
52,88,+,140.0
19,48,/,0.3958333333333333
69,31,*,2139.0
46,53,*,2438.0
44,47,*,2068.0
99,86,*,8514.0
55,49,*,2695.0
25,93,/,0.26881720430107525
75,44,/,1.7045454545454546
88,16,*,1408.0
69,12,+,81.0
94,32,/,2.9375
21,20,/,1.05
30,79,/,0.379746835443038
39,75,*,2925.0
17,21,-,-4.0
42,63,+,105.0
50,97,*,4850.0
84,43,*,3612.0
57,23,*,1311.0
10,20,-,-10.0
74,42,/,1.7619047619047619
73,89,+,162.0
74,78,+,152.0
60,19,/,3.1578947368421053
34,57,/,0.5964912280701754
2,38,/,0.05263157894736842
56,53,/,1.0566037735849056
2,63,+,65.0
73,85,/,0.8588235294117647
75,94,/,0.7978723404255319
13,84,-,-71.0
42,67,-,-25.0
21,68,/,0.3088235294117647
98,79,*,7742.0
99,53,*,5247.0
86,75,+,161.0
70,50,/,1.4
64,54,*,3456.0
74,82,/,0.9024390243902439
19,61,/,0.3114754098360656
56,36,+,92.0
24,79,+,103.0
82,32,/,2.5625
39,100,-,-61.0
19,14,/,1.3571428571428572
44,97,-,-53.0
84,80,/,1.05
97,80,/,1.2125
1,86,+,87.0
57,78,/,0.7307692307692307
30,81,*,2430.0
34,97,+,131.0
